geography,id,hhcars0_control,hhcars1_control,hhcars2_control,hhcars3_control,hhpersons1_control,hhpersons2_control,hhpersons3_control,hhpersons4_control,hhpersons5_control,hhpersons6_control,hhpersons7_control,hhpersons8_control,hhpersons9_control,hhpersons10_control,hhchildren0_control,hhchildren1_control,hhchildren2_control,hhchildren3_control,hhincome0_control,hhincome26153_control,hhincome54517_control,hhincome98123_control,hhworkers0_control,hhworkers1_control,hhworkers2_control,hhworkers3_control,hhage_of_head5_control,hhage_of_head18_control,hhage_of_head25_control,hhage_of_head35_control,hhage_of_head65_control,hhrace_id1_control,hhrace_id2_control,hhrace_id3_control,hhrace_id4_control,num_hh_control,age0_control,age18_control,age25_control,age65_control,sex1_control,sex2_control,race_id1_control,race_id2_control,race_id3_control,race_id4_control,hhcars0_result,hhcars1_result,hhcars2_result,hhcars3_result,hhpersons1_result,hhpersons2_result,hhpersons3_result,hhpersons4_result,hhpersons5_result,hhpersons6_result,hhpersons7_result,hhpersons8_result,hhpersons9_result,hhpersons10_result,hhchildren0_result,hhchildren1_result,hhchildren2_result,hhchildren3_result,hhincome0_result,hhincome26153_result,hhincome54517_result,hhincome98123_result,hhworkers0_result,hhworkers1_result,hhworkers2_result,hhworkers3_result,hhage_of_head5_result,hhage_of_head18_result,hhage_of_head25_result,hhage_of_head35_result,hhage_of_head65_result,hhrace_id1_result,hhrace_id2_result,hhrace_id3_result,hhrace_id4_result,num_hh_result,age0_result,age18_result,age25_result,age65_result,sex1_result,sex2_result,race_id1_result,race_id2_result,race_id3_result,race_id4_result,hhcars0_diff,hhcars1_diff,hhcars2_diff,hhcars3_diff,hhpersons1_diff,hhpersons2_diff,hhpersons3_diff,hhpersons4_diff,hhpersons5_diff,hhpersons6_diff,hhpersons7_diff,hhpersons8_diff,hhpersons9_diff,hhpersons10_diff,hhchildren0_diff,hhchildren1_diff,hhchildren2_diff,hhchildren3_diff,hhincome0_diff,hhincome26153_diff,hhincome54517_diff,hhincome98123_diff,hhworkers0_diff,hhworkers1_diff,hhworkers2_diff,hhworkers3_diff,hhage_of_head5_diff,hhage_of_head18_diff,hhage_of_head25_diff,hhage_of_head35_diff,hhage_of_head65_diff,hhrace_id1_diff,hhrace_id2_diff,hhrace_id3_diff,hhrace_id4_diff,num_hh_diff,age0_diff,age18_diff,age25_diff,age65_diff,sex1_diff,sex2_diff,race_id1_diff,race_id2_diff,race_id3_diff,race_id4_diff
TAZ,1082,5,60,95,47,40,59,52,39,3,14,0,0,0,0,132,42,21,12,18,48,86,55,41,77,69,20,0,1,23,118,65,146,27,11,23,207,123,44,287,115,281,288,364,89,42,74,5,60,95,47,40,59,51,39,3,15,0,0,0,0,132,41,22,12,18,48,87,54,41,76,70,20,0,1,23,118,65,146,27,11,23,207,126,43,287,116,282,290,364,90,44,74,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,1,0,0,0,1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,1,1,2,0,1,2,0
TAZ,1083,147,579,398,178,625,246,229,106,50,41,1,3,0,1,1006,144,107,45,497,380,261,164,489,523,224,66,0,34,148,642,478,849,264,74,115,1302,513,197,1364,691,1264,1501,1754,518,189,304,147,580,398,177,626,245,228,106,51,41,1,3,0,1,1006,143,107,46,496,379,261,166,488,525,224,65,0,33,148,642,479,850,264,74,114,1302,515,196,1367,688,1266,1500,1759,519,188,300,0,1,0,-1,1,-1,-1,0,1,0,0,0,0,0,0,-1,0,1,-1,-1,0,2,-1,2,0,-1,0,-1,0,0,1,1,0,0,-1,0,2,-1,3,-3,2,-1,5,1,-1,-4
TAZ,1084,4,39,82,29,18,48,66,17,4,1,0,0,0,0,95,41,16,2,13,22,69,50,22,58,68,6,0,3,16,95,40,103,25,4,22,154,79,31,220,76,197,209,259,61,18,68,5,38,82,29,18,48,67,17,3,1,0,0,0,0,96,41,16,1,14,21,70,49,23,57,68,6,0,3,16,94,41,104,24,4,22,154,76,30,220,78,195,209,261,57,18,68,1,-1,0,0,0,0,1,0,-1,0,0,0,0,0,1,0,0,-1,1,-1,1,-1,1,-1,0,0,0,0,0,-1,1,1,-1,0,0,0,-3,-1,0,2,-2,0,2,-4,0,0
TAZ,1085,126,876,665,208,767,702,217,106,54,23,4,0,2,0,1558,197,78,42,474,592,568,241,668,779,370,58,0,68,242,809,756,1317,347,66,145,1875,495,257,1826,1122,1709,1991,2516,693,140,351,126,876,664,209,767,702,218,105,54,23,4,0,2,0,1559,196,78,42,474,593,566,242,669,779,369,58,0,67,241,809,758,1316,348,67,144,1875,494,256,1827,1122,1709,1990,2516,691,143,349,0,0,-1,1,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,1,-2,1,1,0,-1,0,0,-1,-1,0,2,-1,1,1,-1,0,-1,-1,1,0,0,-1,0,-2,3,-2
TAZ,1086,24,196,91,37,207,87,19,10,23,1,1,0,0,0,301,27,13,7,120,77,119,32,148,148,43,9,0,7,44,149,148,249,59,10,30,348,74,40,294,198,291,315,439,94,25,48,24,197,91,36,207,87,20,10,22,1,1,0,0,0,300,28,13,7,120,77,119,32,148,148,44,8,0,7,45,148,148,251,59,9,29,348,76,38,293,197,289,315,438,92,24,50,0,1,0,-1,0,0,1,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,-1,0,2,0,-1,-1,0,2,-2,-1,-1,-2,0,-1,-2,-1,2
TAZ,1087,69,414,411,238,401,337,221,126,15,30,2,0,0,0,887,137,87,21,190,255,290,397,296,463,291,82,0,21,118,596,397,803,159,35,135,1132,381,126,1283,721,1227,1284,1749,305,87,370,69,414,411,238,400,337,222,126,15,30,2,0,0,0,887,137,87,21,190,255,289,398,297,463,291,81,0,21,119,594,398,808,155,35,134,1132,384,125,1286,718,1229,1284,1750,309,88,366,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,-1,0,0,1,-2,1,5,-4,0,-1,0,3,-1,3,-3,2,0,1,4,1,-4
TAZ,1088,129,678,593,266,502,476,310,292,38,30,12,3,1,2,1183,241,185,57,593,384,389,300,505,685,386,90,0,49,212,853,552,1129,303,80,154,1666,814,267,1862,1120,1908,2155,2649,704,240,470,130,677,593,266,502,477,311,291,38,30,11,3,1,2,1184,240,185,57,591,385,389,301,505,685,386,90,0,49,212,851,554,1130,303,80,153,1666,811,266,1862,1114,1904,2149,2646,703,239,465,1,-1,0,0,0,1,1,-1,0,0,-1,0,0,0,1,-1,0,0,-2,1,0,1,0,0,0,0,0,0,0,-2,2,1,0,0,-1,0,-3,-1,0,-6,-4,-6,-3,-1,-1,-5
TAZ,1089,46,256,230,103,228,197,115,57,21,11,2,2,2,0,497,76,41,21,172,150,155,158,201,241,151,42,0,10,88,306,231,450,110,15,60,635,228,64,699,423,676,738,998,233,41,142,46,257,230,102,229,197,114,56,22,11,2,2,2,0,499,75,40,21,172,151,155,157,201,242,150,42,0,10,87,307,231,452,109,15,59,635,229,64,698,422,677,736,999,229,40,145,0,1,0,-1,1,0,-1,-1,1,0,0,0,0,0,2,-1,-1,0,0,1,0,-1,0,1,-1,0,0,0,-1,1,0,2,-1,0,-1,0,1,0,-1,-1,1,-2,1,-4,-1,3
TAZ,1090,107,567,417,159,541,352,162,96,83,5,7,4,0,0,971,151,86,42,425,323,256,246,441,511,245,53,1,43,133,594,479,851,223,45,131,1250,459,168,1216,798,1236,1405,1730,463,118,330,107,568,416,159,541,353,161,97,82,5,7,4,0,0,970,152,86,42,424,323,256,247,441,512,244,53,0,43,133,593,481,849,225,45,131,1250,460,167,1218,794,1235,1404,1728,457,118,336,0,1,-1,0,0,1,-1,1,-1,0,0,0,0,0,-1,1,0,0,-1,0,0,1,0,1,-1,0,-1,0,0,-1,2,-2,2,0,0,0,1,-1,2,-4,-1,-1,-2,-6,0,6
TAZ,1091,59,356,597,326,247,422,235,304,97,29,3,1,0,0,868,218,199,53,140,320,437,441,279,513,429,117,0,26,181,723,408,959,188,53,138,1338,785,260,1722,933,1857,1843,2576,524,163,437,59,356,598,325,248,422,236,303,96,29,3,1,0,0,868,218,200,52,140,321,437,440,280,513,429,116,0,26,181,721,410,958,189,54,137,1338,784,258,1724,929,1850,1845,2574,520,161,440,0,0,1,-1,1,0,1,-1,-1,0,0,0,0,0,0,0,1,-1,0,1,0,-1,1,0,0,-1,0,0,0,-2,2,-1,1,1,-1,0,-1,-2,2,-4,-7,2,-2,-4,-2,3
TAZ,1092,41,259,236,101,186,170,188,47,12,4,18,5,2,5,467,93,52,25,124,252,192,69,165,270,159,43,0,14,93,327,203,429,112,36,60,637,303,105,768,424,747,853,1055,284,91,170,42,259,236,100,185,171,187,48,12,4,18,5,2,5,469,92,51,25,125,253,190,69,166,269,159,43,0,14,93,326,204,429,112,36,60,637,319,105,757,421,747,855,1055,283,93,171,1,0,0,-1,-1,1,-1,1,0,0,0,0,0,0,2,-1,-1,0,1,1,-2,0,1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,16,0,-11,-3,0,2,0,-1,2,1
TAZ,1093,6,40,77,29,34,68,15,22,12,0,0,0,1,0,106,22,15,9,20,29,40,63,35,58,47,12,0,3,14,80,55,120,15,3,14,152,85,11,188,88,184,188,286,33,8,45,6,40,77,29,34,68,15,22,13,0,0,0,0,0,105,23,15,9,20,28,39,65,35,58,47,12,0,3,13,81,55,121,15,3,13,152,82,11,187,88,181,187,286,34,7,41,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,1,0,0,0,-1,-1,2,0,0,0,0,0,0,-1,1,0,1,0,0,-1,0,-3,0,-1,0,-3,-1,0,1,-1,-4
TAZ,1094,37,203,202,88,207,155,73,66,27,1,0,1,0,0,394,66,54,16,76,123,206,125,158,225,115,32,0,11,67,242,210,362,83,27,58,530,224,65,582,278,546,603,766,169,61,153,37,203,202,88,207,155,73,65,28,1,0,1,0,0,394,66,54,16,76,123,207,124,158,225,115,32,0,11,66,243,210,364,82,26,58,530,225,65,582,278,546,604,766,173,58,153,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,1,0,2,-1,-1,0,0,1,0,0,0,0,1,0,4,-3,0
TAZ,1095,38,159,101,43,189,92,39,16,4,1,0,0,0,0,291,44,4,2,137,78,41,85,140,129,63,9,0,7,38,146,150,238,71,9,23,341,59,25,309,187,273,307,399,105,15,61,38,160,101,42,189,92,39,16,4,1,0,0,0,0,291,44,4,2,138,78,41,84,140,130,63,8,0,7,38,145,151,240,69,9,23,341,59,24,308,189,273,307,396,108,16,60,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,-1,0,0,0,-1,1,2,-2,0,0,0,0,-1,-1,2,0,0,-3,3,1,-1
TAZ,1096,35,197,147,64,200,158,39,35,9,2,0,0,0,0,372,33,30,8,138,108,114,83,168,177,86,12,0,12,55,191,185,303,78,17,45,443,119,45,423,243,387,443,560,142,28,100,35,198,146,64,200,158,38,35,9,3,0,0,0,0,371,33,31,8,138,108,114,83,169,176,86,12,0,11,54,193,185,303,79,16,45,443,122,43,424,244,389,444,562,139,32,100,0,1,-1,0,0,0,-1,0,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,1,-1,0,0,0,-1,-1,2,0,0,1,-1,0,0,3,-2,1,1,2,1,2,-3,4,0
TAZ,1097,28,183,172,101,182,157,70,43,19,12,1,0,0,0,373,57,38,16,78,112,95,199,131,189,128,36,0,9,65,227,183,349,69,17,49,484,184,55,556,257,498,554,741,134,48,129,28,182,172,102,181,157,71,43,19,12,1,0,0,0,373,57,38,16,77,111,97,199,131,188,128,37,0,8,65,228,183,352,67,17,48,484,185,53,559,257,501,553,744,133,50,127,0,-1,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,2,0,0,-1,0,1,0,-1,0,1,0,3,-2,0,-1,0,1,-2,3,0,3,-1,3,-1,2,-2
TAZ,1098,73,325,248,97,318,200,135,63,22,2,2,1,0,0,565,109,54,15,201,173,194,175,244,308,161,30,0,16,83,345,299,513,124,23,83,743,266,73,793,387,715,804,1044,215,60,200,73,326,247,97,319,201,134,62,22,2,2,1,0,0,566,109,53,15,202,172,194,175,244,308,161,30,0,16,84,345,298,518,119,23,83,743,266,71,792,386,712,803,1033,222,61,199,0,1,-1,0,1,1,-1,-1,0,0,0,0,0,0,1,0,-1,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,5,-5,0,0,0,0,-2,-1,-1,-3,-1,-11,7,1,-1
TAZ,1099,33,248,238,117,190,245,105,72,15,8,1,0,0,0,466,99,54,17,79,180,277,100,175,269,158,34,0,10,77,326,223,456,102,32,46,636,259,77,759,318,665,748,966,225,80,142,32,249,238,117,190,244,105,72,16,8,1,0,0,0,467,98,54,17,78,180,278,100,175,269,157,35,0,10,77,326,223,454,103,33,46,636,261,78,759,318,670,746,966,225,81,144,-1,1,0,0,0,-1,0,0,1,0,0,0,0,0,1,-1,0,0,-1,0,1,0,0,0,-1,1,0,0,0,0,0,-2,1,1,0,0,2,1,0,0,5,-2,0,0,1,2
TAZ,1100,62,520,647,318,400,485,361,242,33,22,4,0,0,0,1030,313,168,36,176,389,478,504,350,623,461,113,0,34,188,796,529,1106,234,44,163,1547,767,209,2004,766,1821,1925,2588,564,130,464,62,520,647,318,400,485,360,243,33,22,4,0,0,0,1031,312,168,36,176,389,478,504,350,623,461,113,0,34,187,796,530,1105,236,43,163,1547,769,209,2002,767,1822,1925,2590,564,129,464,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,2,-1,0,0,2,0,-2,1,1,0,2,0,-1,0
TAZ,1101,36,210,198,84,213,176,79,42,15,2,1,0,0,0,434,57,27,10,118,136,108,166,178,202,126,22,0,10,45,260,213,376,95,16,41,528,142,47,518,357,491,573,725,203,35,101,36,210,198,84,212,177,78,42,15,2,2,0,0,0,434,57,27,10,118,136,108,166,178,202,126,22,0,10,45,259,214,374,98,15,41,528,144,48,520,357,494,575,726,209,33,101,0,0,0,0,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-2,3,-1,0,0,2,1,2,0,3,2,1,6,-2,0
TAZ,1102,119,541,285,97,653,226,85,61,13,2,2,0,0,0,934,60,35,13,386,285,175,196,453,429,136,24,0,36,132,430,444,736,191,38,77,1042,170,103,808,614,754,941,1179,279,62,175,119,540,286,97,652,227,85,61,13,2,2,0,0,0,935,59,35,13,385,285,175,197,453,429,137,23,0,35,131,430,446,737,190,38,77,1042,171,101,811,613,754,942,1174,286,60,176,0,-1,1,0,-1,1,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,1,0,0,1,-1,0,-1,-1,0,2,1,-1,0,0,0,1,-2,3,-1,0,1,-5,7,-2,1
TAZ,1103,139,872,850,408,874,756,301,232,61,43,1,1,0,0,1861,220,146,42,361,653,481,774,685,900,554,130,0,51,277,1062,879,1656,322,64,227,2269,645,287,2329,1534,2304,2491,3424,611,159,601,139,873,850,407,875,756,302,231,60,43,1,1,0,0,1863,219,146,41,362,652,482,773,686,900,553,130,0,52,275,1061,881,1659,319,64,227,2269,646,286,2330,1528,2300,2490,3412,620,158,600,0,1,0,-1,1,0,1,-1,-1,0,0,0,0,0,2,-1,0,-1,1,-1,1,-1,1,0,-1,0,0,1,-2,-1,2,3,-3,0,0,0,1,-1,1,-6,-4,-1,-12,9,-1,-1
TAZ,1104,24,169,241,95,124,236,127,27,0,14,1,0,0,0,429,67,22,11,50,133,195,151,148,209,141,31,0,13,60,250,206,394,65,17,53,529,151,76,545,404,564,612,840,152,47,137,24,169,242,94,124,237,127,26,0,14,1,0,0,0,430,67,21,11,50,133,195,151,148,209,142,30,0,13,60,248,208,395,64,17,53,529,150,76,544,404,565,609,844,147,47,136,0,0,1,-1,0,1,0,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,-2,2,1,-1,0,0,0,-1,0,-1,0,1,-3,4,-5,0,-1
TAZ,1105,59,332,432,229,327,276,162,236,29,16,6,0,0,0,733,163,130,26,181,212,260,399,258,401,303,90,0,18,135,576,323,748,132,37,135,1052,507,163,1275,647,1246,1346,1800,289,112,391,59,334,431,228,328,276,162,235,29,15,7,0,0,0,733,163,130,26,182,213,259,398,259,402,302,89,0,18,135,574,325,751,130,37,134,1052,508,163,1276,643,1244,1346,1796,293,111,390,0,2,-1,-1,1,0,0,-1,0,-1,1,0,0,0,0,0,0,0,1,1,-1,-1,1,1,-1,-1,0,0,0,-2,2,3,-2,0,-1,0,1,0,1,-4,-2,0,-4,4,-1,-1
TAZ,1106,3,59,111,39,21,108,25,29,16,1,7,5,0,0,145,25,26,16,15,55,100,42,41,78,78,15,0,2,36,110,64,144,33,8,27,212,134,23,284,162,291,312,394,89,32,88,3,59,111,39,21,108,25,29,16,1,7,5,0,0,145,25,26,16,15,55,101,41,41,79,77,15,0,2,36,110,64,143,34,9,26,212,135,23,284,161,290,313,394,94,32,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0,0,0,0,0,0,-1,1,1,-1,0,1,0,0,-1,-1,1,0,5,0,-5
TAZ,1107,23,135,309,151,94,296,68,109,29,19,2,1,0,0,462,71,64,21,42,66,207,303,114,246,212,46,0,4,55,358,201,460,67,18,73,618,272,75,805,455,799,808,1157,180,44,226,23,135,308,152,94,294,69,109,29,20,2,1,0,0,460,72,64,22,42,65,208,303,113,246,212,47,0,4,55,358,201,460,67,18,73,618,272,77,811,452,801,811,1161,179,44,228,0,0,-1,1,0,-2,1,0,0,1,0,0,0,0,-2,1,0,1,0,-1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,-3,2,3,4,-1,0,2
TAZ,1108,29,245,358,166,155,329,133,112,37,9,14,4,3,2,573,103,80,42,125,218,165,290,206,286,249,57,0,21,111,396,270,552,130,29,87,798,418,127,970,565,1002,1078,1335,380,81,284,29,246,357,166,156,328,133,112,36,9,15,4,3,2,576,102,78,42,125,218,165,290,206,287,248,57,0,20,111,396,271,550,131,29,88,798,421,126,968,562,1000,1077,1333,377,82,285,0,1,-1,0,1,-1,0,0,-1,0,1,0,0,0,3,-1,-2,0,0,0,0,0,0,1,-1,0,0,-1,0,0,1,-2,1,0,1,0,3,-1,-2,-3,-2,-1,-2,-3,1,1
TAZ,1109,13,137,266,127,119,224,79,84,2,1,18,12,2,2,394,74,52,23,24,85,200,234,102,210,191,40,0,4,71,291,177,394,65,20,64,543,274,94,683,374,692,733,997,205,58,165,14,134,267,128,116,225,80,85,2,1,18,12,2,2,395,74,52,22,23,84,201,235,101,209,192,41,0,4,71,292,176,395,65,20,63,543,273,98,680,371,691,731,991,204,58,169,1,-3,1,1,-3,1,1,1,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,1,-1,-1,1,1,0,0,0,1,-1,1,0,0,-1,0,-1,4,-3,-3,-1,-2,-6,-1,0,4
TAZ,1110,9,79,106,47,76,81,67,9,8,0,0,0,0,0,188,44,6,3,24,52,64,101,53,96,78,14,0,2,29,129,81,170,43,7,21,241,65,27,280,143,236,279,329,103,20,63,9,79,106,47,75,81,67,9,9,0,0,0,0,0,188,44,6,3,24,52,63,102,53,95,79,14,0,2,29,129,81,169,44,7,21,241,66,28,282,143,237,282,332,103,21,63,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,0,-1,1,0,0,0,1,1,2,0,1,3,3,0,1,0
TAZ,1111,22,216,508,274,148,357,173,280,32,18,9,3,0,0,663,178,152,27,61,101,243,615,164,349,399,108,0,10,107,603,300,752,118,24,126,1020,571,152,1450,683,1432,1424,1998,338,98,422,22,216,509,273,148,358,172,280,32,18,9,3,0,0,664,177,152,27,61,102,243,614,164,349,399,108,0,10,107,602,301,752,118,24,126,1020,573,152,1449,681,1430,1425,2001,334,99,421,0,0,1,-1,0,1,-1,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,2,0,-1,-2,-2,1,3,-4,1,-1
TAZ,1112,11,85,166,74,55,177,19,58,23,2,2,0,0,0,250,27,46,13,23,38,92,183,68,128,121,19,0,3,48,168,117,249,38,14,35,336,160,32,408,239,411,428,616,80,38,105,11,85,165,75,54,178,19,58,23,2,2,0,0,0,250,28,46,12,23,37,92,184,68,127,121,20,0,3,47,168,118,250,37,13,36,336,158,33,408,241,411,429,615,85,34,106,0,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,-1,0,1,0,-1,0,1,0,0,-1,0,1,1,-1,-1,1,0,-2,1,0,2,0,1,-1,5,-4,1
TAZ,1113,80,696,759,402,627,487,569,191,28,15,14,2,2,2,1451,329,121,36,220,483,554,680,437,822,525,153,0,27,222,1045,643,1401,277,63,196,1937,698,268,2256,1232,2161,2293,3064,633,176,581,80,697,759,401,628,488,568,191,28,15,13,2,2,2,1454,328,120,35,221,481,555,680,437,823,525,152,0,27,223,1043,644,1399,278,63,197,1937,703,267,2255,1226,2160,2291,3064,629,172,586,0,1,0,-1,1,1,-1,0,0,0,-1,0,0,0,3,-1,-1,-1,1,-2,1,0,0,1,0,-1,0,0,1,-2,1,-2,1,0,1,0,5,-1,-1,-6,-1,-2,0,-4,-4,5
TAZ,1114,101,891,489,129,974,506,84,23,17,5,0,1,0,0,1493,86,20,11,315,464,565,266,611,744,230,25,0,34,219,668,689,1152,256,55,147,1610,162,98,1216,977,1111,1342,1733,396,81,243,101,891,488,130,974,506,84,23,17,5,0,1,0,0,1493,86,20,11,315,464,565,266,611,745,229,25,0,35,217,667,691,1152,257,55,146,1610,162,97,1221,973,1110,1343,1738,388,81,246,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-2,-1,2,0,1,0,-1,0,0,-1,5,-4,-1,1,5,-8,0,3
TAZ,1115,18,140,441,227,82,353,102,233,51,4,0,1,0,0,556,120,125,25,29,57,206,534,124,289,333,80,0,8,104,486,228,594,88,18,126,826,449,128,1193,543,1198,1115,1600,232,64,417,18,141,442,225,83,353,101,232,52,4,0,1,0,0,555,120,125,26,29,58,206,533,124,289,333,80,0,8,104,484,230,593,87,18,128,826,448,129,1193,542,1196,1116,1596,232,64,420,0,1,1,-2,1,0,-1,-1,1,0,0,0,0,0,-1,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,-2,2,-1,-1,0,2,0,-1,1,0,-1,-2,1,-4,0,0,3
TAZ,1116,18,159,273,110,136,251,90,53,3,27,0,0,0,0,441,62,42,15,27,97,192,244,130,232,170,28,0,1,69,303,187,412,69,10,69,560,198,45,675,379,639,658,894,152,30,221,18,160,273,109,136,251,91,52,3,27,0,0,0,0,442,61,42,15,27,97,193,243,130,234,169,27,0,1,69,303,187,412,69,10,69,560,200,44,674,378,640,656,894,152,29,221,0,1,0,-1,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,1,-1,0,2,-1,-1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,1,-2,0,0,-1,0
TAZ,1117,3,30,26,12,33,22,6,5,4,0,1,0,0,0,59,5,7,0,15,18,17,21,26,29,13,3,0,0,8,35,28,53,12,1,5,71,19,4,77,42,65,77,101,17,6,18,3,30,26,12,33,22,6,5,4,0,1,0,0,0,60,5,6,0,15,18,17,21,25,30,13,3,0,0,8,35,28,54,12,1,4,71,17,5,77,43,65,77,102,20,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,-1,0,-2,1,0,1,0,0,1,3,0,-4
TAZ,1118,18,220,214,94,178,213,69,52,31,2,1,0,0,0,432,69,34,11,65,182,163,136,151,222,148,25,0,9,65,270,202,394,89,12,51,546,173,67,583,370,562,631,826,196,44,127,18,219,215,94,178,213,69,53,30,2,1,0,0,0,433,68,35,10,65,182,162,137,151,221,149,25,0,9,65,269,203,395,89,12,50,546,170,68,586,368,564,628,831,190,44,127,0,-1,1,0,0,0,0,1,-1,0,0,0,0,0,1,-1,1,-1,0,0,-1,1,0,-1,1,0,0,0,0,-1,1,1,0,0,-1,0,-3,1,3,-2,2,-3,5,-6,0,0
TAZ,1123,59,224,170,74,258,118,114,11,20,4,1,1,0,0,441,56,19,11,135,153,137,102,194,217,96,20,0,14,59,246,208,376,94,19,38,527,128,67,496,328,495,524,705,178,42,94,59,223,170,75,256,119,114,11,19,5,1,2,0,0,441,56,19,11,135,152,138,102,193,216,97,21,0,14,60,244,209,376,95,19,37,527,130,70,499,329,499,529,708,184,44,92,0,-1,0,1,-2,1,0,0,-1,1,0,1,0,0,0,0,0,0,0,-1,1,0,-1,-1,1,1,0,0,1,-2,1,0,1,0,-1,0,2,3,3,1,4,5,3,6,2,-2
TAZ,1124,64,327,266,125,239,210,202,110,18,1,1,0,1,0,561,126,79,16,266,263,161,92,259,316,169,38,1,22,95,406,258,539,138,35,70,782,333,107,864,513,826,991,1247,297,93,180,64,327,266,125,238,210,201,111,19,1,1,0,1,0,561,125,79,17,266,263,161,92,259,315,170,38,0,22,95,406,259,543,134,35,70,782,338,108,866,510,829,993,1246,302,94,180,0,0,0,0,-1,0,-1,1,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,-1,1,0,-1,0,0,0,1,4,-4,0,0,0,5,1,2,-3,3,2,-1,5,1,0
TAZ,1125,8,90,223,131,56,141,82,123,32,2,7,5,2,2,274,84,73,21,34,11,93,314,51,169,173,59,0,4,40,290,118,322,54,14,62,452,301,83,688,303,681,694,940,191,51,193,8,90,223,131,56,141,82,123,32,2,7,5,2,2,276,83,72,21,34,11,93,314,51,169,173,59,0,4,40,290,118,324,53,14,61,452,309,82,683,301,678,697,943,184,50,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,-1,0,8,-1,-5,-2,-3,3,3,-7,-1,5
TAZ,1126,122,872,825,366,832,762,276,212,80,4,10,4,3,2,1785,204,145,51,339,527,535,784,607,930,522,126,0,38,255,1104,788,1551,319,75,240,2185,665,237,2314,1392,2196,2412,3168,646,217,577,123,872,825,365,831,764,276,212,79,4,10,4,3,2,1787,203,144,51,339,528,535,783,607,931,521,126,0,38,255,1103,789,1550,320,75,240,2185,672,236,2309,1386,2193,2410,3163,643,215,582,1,0,0,-1,-1,2,0,0,-1,0,0,0,0,0,2,-1,-1,0,0,1,0,-1,0,1,-1,0,0,0,0,-1,1,-1,1,0,0,0,7,-1,-5,-6,-3,-2,-5,-3,-2,5
TAZ,1127,37,315,533,262,237,549,174,85,86,15,0,1,0,0,886,132,81,48,108,172,360,507,281,409,379,78,0,14,149,584,400,880,140,27,100,1147,443,144,1332,806,1331,1394,2039,321,72,293,36,316,534,261,237,550,174,84,86,15,0,1,0,0,886,132,81,48,108,172,360,507,280,410,380,77,0,14,149,583,401,880,139,27,101,1147,444,141,1335,803,1331,1392,2040,316,71,296,-1,1,1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0,0,-1,1,0,-1,0,1,0,1,-3,3,-3,0,-2,1,-5,-1,3
